
code	|	name	|	preferred name	|	lineage
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1618109 119979 225059 225057 1807140 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1618114 1618113 558415 1970189 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621536 1129704 186823 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621538 1433993 2762286 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621540 85924 72276 135613 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621543 1434049 558415 1970189 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621545 1075398 2236 2235 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621547 1511694 72276 135613 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621549 1295378 403 135618 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1621698 1397107 1813606 1853223 1853221 1936987 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623328 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623329 56718 56717 1489921 1489920 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623330 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623331 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623332 43062 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623333 116184 37897 116167 6676 6675 116172 72037 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623334 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623335 320560 670802 670798 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623336 37006 30854 1489891 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623338 483405 652086 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623339 6362 105391 105389 6341 6340 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623340 84684 84683 111520 6684 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623341 48438 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623342 2797 2763 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623344 28021 28017 2045261 2806 2763 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623401 3113 2546215 33103 3041 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623475 171003 31979 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623477 543313 538999 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623480 1689146 538999 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623489 204475 541000 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623491 115543 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1623494 638847 649777 649776 649775 508458 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1628014 1121829 41295 204441 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1628016 83764 1499392 206351 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1628019 447237 85023 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1628155 1628153 558415 1970189 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1628185 11270 11157 2497574 2497570 2497569 2732396 2559587 10239 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1628187 186766 2732502 2732498 2732407 2732396 2559587 10239 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1629125 332518 118884 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1629127 289239 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1629145 7158 1056966 43817 7157 41827 43786 7148 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631354 745364 145357 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631760 137615 137614 2682239 33680 142796 2605435 554915 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631764 33677 555407 1485168 555280 554915 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631783 555408 555407 1485168 555280 554915 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631785 208471 2682238 33680 142796 2605435 554915 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631808 211104 2682238 33680 142796 2605435 554915 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631850 1029631 85023 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1631852 1217101 1217100 1217098 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1632023 246861 641 135623 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1632283 1400135 31979 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1632356 1400054 28056 85008 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1633892 1400057 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1633894 926359 2236 2235 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1634038 1634037 213116 213115 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1634181 1164863 1268 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1634183 1367968 2004 85012 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1634461 373053 186817 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1634471 758601 183710 118964 188787 1297 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1634473 1255275 188709 2419 188708 200918 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1634520 768669 768668 768667 388447 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1635139 1635133 256005 135622 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1635150 1635148 171551 171549 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1636078 1395974 41294 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1636080 1344552 75682 80840 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1636533 1148150 213465 213462 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1636619 203522 28056 85008 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1637528 1582879 1737407 1737404 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1638019 412033 412032 118884 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1638021 1400063 41295 204441 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1638024 1400133 186817 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1638031 1078767 28056 85008 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1638034 908251 145357 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1638974 689760 28056 85008 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1638978 1268272 468 72274 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1639349 861913 89373 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1639534 1229970 75682 80840 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1640668 1511750 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1640670 1068904 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1641201 1384499 186828 186826 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1641700 1122284 1706371 1706369 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1641809 1236218 186824 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1641950 1274351 186824 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642287 1434050 1706375 1706369 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642289 1209946 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642291 1074468 506 80840 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642636 1400827 1400857 118884 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642638 907202 1853227 1853224 1853222 1853220 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642642 1085622 31957 85009 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642644 1434036 188786 68933 188787 1297 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642696 1069494 2049 2037 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642921 1279384 128827 526525 526524 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642925 1279388 128827 526525 526524 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642927 1156392 83778 622452 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1642930 1077265 1077264 1077263 1077257 67819 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1643571 1511648 1643949 1643947 188708 200918 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1644058 1644057 1963271 1644055 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1644063 1644062 2236 2235 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1644067 230759 5338 452333 155619 5302 5204 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645564 1434030 28056 85008 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645727 655351 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645729 89958 31979 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645731 795747 1134404 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645733 543349 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645735 641854 641853 74152 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645737 145358 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645739 189776 189775 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645741 1202464 1202465 301297 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645743 362534 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1645745 1042313 1042312 67819 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1646380 1407607 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1646382 1347386 1737406 1737405 1737404 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1647561 1511635 1763524 2691356 203683 203682 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1647577 391607 38175 32064 32061 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1647579 99593 31979 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1648495 1648491 633392 84993 84992 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1648498 1648497 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1648501 1648500 186814 68295 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1648506 1648505 1775411 135614 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1648512 1648511 563835 1853229 1853228 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1649185 1434702 563835 1853229 1853228 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1649189 444459 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1649273 1649268 433 204441 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1649289 1649284 2304686 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1649296 1649295 543 91347 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1649299 1649298 543 91347 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1649318 1649317 712 135625 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1650276 1158296 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1650278 379070 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1650287 518733 85023 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1651109 1649291 171551 171549 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1651118 1649456 563835 1853229 1853228 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1651179 249310 2732540 2732458 2732405 2732396 2559587 10239 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1651181 11050 2732545 2732462 2732406 2732396 2559587 10239 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1651187 1307798 35278 439490 2585030 2559587 10239 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1651848 31314 131210 2684882 131209 131221 35493 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1652136 1652133 1652132 2024979 1553900 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1652141 1484898 119042 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1654777 1565313 403 135618 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1654783 1525371 227290 82115 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1654935 1654934 213121 213118 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1654937 1654711 118884 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1655236 1647190 186817 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1655421 665904 1890428 1890424 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1655482 1341118 1706372 1706369 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1657806 1434024 558415 1970189 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1658459 1433988 85021 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1658763 1511649 563798 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1658784 1176327 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1658788 1269031 2236 2235 183963 2290931 28890 2157 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1658790 1155738 1892254 1150 1301283 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1659306 1035538 3041 33090 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1659308 1434014 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1659311 1433992 119066 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1659336 1236988 558415 1970189 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1659431 1434020 558415 1970189 200643 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1659701 1659686 89373 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1659838 1227948 41297 204457 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1661931 1433996 194924 213115 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1661933 1195766 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1661950 1078830 204434 204433 204432 57723 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1662274 1164882 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1662276 1213720 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1662498 1091044 41295 204441 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1663409 1522432 75682 80840 28216 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1663718 1663717 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664184 1434035 69277 356 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664344 1379697 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664346 1618330 1783234 2323 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664351 1237108 563798 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664381 1233041 1853230 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664384 1664383 89373 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664386 1187078 563798 768507 768503 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664555 1246649 2304686 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1664691 1233426 1892251 1150 1301283 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1665019 1219104 1892260 1161 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1666987 371730 10744 28883 2731619 2731618 2731360 2731341 10239 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667027 295595 2092 2085 31969 544448 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667031 1154585 1154584 84995 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667034 1154584 84995 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667036 597359 597358 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667038 597358 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667040 1331809 362534 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667042 388449 388448 388447 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667044 449810 49546 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667046 596498 596497 908620 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667048 191033 135619 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667050 1655514 54526 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667052 255527 135619 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667246 149990 42242 42241 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667285 1233054 31989 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1667360 1132766 85023 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1670435 1266053 1266054 1775403 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1670444 1522431 188711 188710 67799 200940 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1670453 1433991 31979 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1670748 1522420 135616 72273 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1671258 1671257 2092 2085 31969 544448 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1671324 1649507 292628 292629 292625 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1671873 1649497 85019 85006 1760 201174 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1671926 1427378 186803 186802 186801 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1672390 32061 200795 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1673698 1433995 2762318 200644 117743 976 68336 1783270 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1674308 1458928 1892254 1150 1301283 1117 1798711 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1675623 1434011 433 204441 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1675625 1522429 186824 1385 91061 1239 1783272 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1675631 1649512 32033 135614 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1676130 1676125 2691358 2691354 203683 203682 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1676144 1676142 1676141 135613 1236 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1676258 1125862 45456 28221 68525 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1676794 45492 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1676799 148099 451879 147545 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1677960 1433402 69657 204455 28211 1224 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1678683 1649480 126 112 203683 203682 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1678685 1649490 126 112 203683 203682 1783257 2 131567 
1+	|	ENVIRONMENTAL SAMPLES	|	environmental samples	|	1678687 1649453 126 112 203683 203682 1783257 2 131567 
